command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	tmp/FFmpeg_529a25d6_24797.c								
ANR	2	Function	dpcm_decode_frame	1:0:0:4398							
ANR	3	FunctionDef	"dpcm_decode_frame (AVCodecContext * avctx , void * data , int * got_frame_ptr , AVPacket * avpkt)"		2	0					
ANR	4	CompoundStatement		3:0:130:4398	2	0					
ANR	5	IdentifierDeclStatement	const uint8_t * buf = avpkt -> data ;	4:4:136:168	2	0	True				
ANR	6	IdentifierDecl	* buf = avpkt -> data		2	0					
ANR	7	IdentifierDeclType	const uint8_t *		2	0					
ANR	8	Identifier	buf		2	1					
ANR	9	AssignmentExpression	* buf = avpkt -> data		2	2		=			
ANR	10	Identifier	buf		2	0					
ANR	11	PtrMemberAccess	avpkt -> data		2	1					
ANR	12	Identifier	avpkt		2	0					
ANR	13	Identifier	data		2	1					
ANR	14	IdentifierDeclStatement	int buf_size = avpkt -> size ;	5:4:174:200	2	1	True				
ANR	15	IdentifierDecl	buf_size = avpkt -> size		2	0					
ANR	16	IdentifierDeclType	int		2	0					
ANR	17	Identifier	buf_size		2	1					
ANR	18	AssignmentExpression	buf_size = avpkt -> size		2	2		=			
ANR	19	Identifier	buf_size		2	0					
ANR	20	PtrMemberAccess	avpkt -> size		2	1					
ANR	21	Identifier	avpkt		2	0					
ANR	22	Identifier	size		2	1					
ANR	23	IdentifierDeclStatement	const uint8_t * buf_end = buf + buf_size ;	6:4:206:245	2	2	True				
ANR	24	IdentifierDecl	* buf_end = buf + buf_size		2	0					
ANR	25	IdentifierDeclType	const uint8_t *		2	0					
ANR	26	Identifier	buf_end		2	1					
ANR	27	AssignmentExpression	* buf_end = buf + buf_size		2	2		=			
ANR	28	Identifier	buf_end		2	0					
ANR	29	AdditiveExpression	buf + buf_size		2	1		+			
ANR	30	Identifier	buf		2	0					
ANR	31	Identifier	buf_size		2	1					
ANR	32	IdentifierDeclStatement	DPCMContext * s = avctx -> priv_data ;	7:4:251:284	2	3	True				
ANR	33	IdentifierDecl	* s = avctx -> priv_data		2	0					
ANR	34	IdentifierDeclType	DPCMContext *		2	0					
ANR	35	Identifier	s		2	1					
ANR	36	AssignmentExpression	* s = avctx -> priv_data		2	2		=			
ANR	37	Identifier	s		2	0					
ANR	38	PtrMemberAccess	avctx -> priv_data		2	1					
ANR	39	Identifier	avctx		2	0					
ANR	40	Identifier	priv_data		2	1					
ANR	41	IdentifierDeclStatement	"int out = 0 , ret ;"	8:4:290:306	2	4	True				
ANR	42	IdentifierDecl	out = 0		2	0					
ANR	43	IdentifierDeclType	int		2	0					
ANR	44	Identifier	out		2	1					
ANR	45	AssignmentExpression	out = 0		2	2		=			
ANR	46	Identifier	out		2	0					
ANR	47	PrimaryExpression	0		2	1					
ANR	48	IdentifierDecl	ret		2	1					
ANR	49	IdentifierDeclType	int		2	0					
ANR	50	Identifier	ret		2	1					
ANR	51	IdentifierDeclStatement	int predictor [ 2 ] ;	9:4:312:328	2	5	True				
ANR	52	IdentifierDecl	predictor [ 2 ]		2	0					
ANR	53	IdentifierDeclType	int [ 2 ]		2	0					
ANR	54	Identifier	predictor		2	1					
ANR	55	PrimaryExpression	2		2	2					
ANR	56	IdentifierDeclStatement	int ch = 0 ;	10:4:334:344	2	6	True				
ANR	57	IdentifierDecl	ch = 0		2	0					
ANR	58	IdentifierDeclType	int		2	0					
ANR	59	Identifier	ch		2	1					
ANR	60	AssignmentExpression	ch = 0		2	2		=			
ANR	61	Identifier	ch		2	0					
ANR	62	PrimaryExpression	0		2	1					
ANR	63	IdentifierDeclStatement	int stereo = s -> channels - 1 ;	11:4:350:378	2	7	True				
ANR	64	IdentifierDecl	stereo = s -> channels - 1		2	0					
ANR	65	IdentifierDeclType	int		2	0					
ANR	66	Identifier	stereo		2	1					
ANR	67	AssignmentExpression	stereo = s -> channels - 1		2	2		=			
ANR	68	Identifier	stereo		2	0					
ANR	69	AdditiveExpression	s -> channels - 1		2	1		-			
ANR	70	PtrMemberAccess	s -> channels		2	0					
ANR	71	Identifier	s		2	0					
ANR	72	Identifier	channels		2	1					
ANR	73	PrimaryExpression	1		2	1					
ANR	74	IdentifierDeclStatement	int16_t * output_samples ;	12:4:384:407	2	8	True				
ANR	75	IdentifierDecl	* output_samples		2	0					
ANR	76	IdentifierDeclType	int16_t *		2	0					
ANR	77	Identifier	output_samples		2	1					
ANR	78	SwitchStatement	switch ( avctx -> codec -> id )		2	9					
ANR	79	Condition	avctx -> codec -> id	15:11:453:468	2	0	True				
ANR	80	PtrMemberAccess	avctx -> codec -> id		2	0					
ANR	81	PtrMemberAccess	avctx -> codec		2	0					
ANR	82	Identifier	avctx		2	0					
ANR	83	Identifier	codec		2	1					
ANR	84	Identifier	id		2	1					
ANR	85	CompoundStatement		13:29:340:340	2	1					
ANR	86	Label	case CODEC_ID_ROQ_DPCM :	16:4:477:499	2	0	True				
ANR	87	Identifier	CODEC_ID_ROQ_DPCM		2	0					
ANR	88	ExpressionStatement	out = buf_size - 8	17:8:509:527	2	1	True				
ANR	89	AssignmentExpression	out = buf_size - 8		2	0		=			
ANR	90	Identifier	out		2	0					
ANR	91	AdditiveExpression	buf_size - 8		2	1		-			
ANR	92	Identifier	buf_size		2	0					
ANR	93	PrimaryExpression	8		2	1					
ANR	94	BreakStatement	break ;	18:8:537:542	2	2	True				
ANR	95	Label	case CODEC_ID_INTERPLAY_DPCM :	19:4:548:576	2	3	True				
ANR	96	Identifier	CODEC_ID_INTERPLAY_DPCM		2	0					
ANR	97	ExpressionStatement	out = buf_size - 6 - s -> channels	20:8:586:618	2	4	True				
ANR	98	AssignmentExpression	out = buf_size - 6 - s -> channels		2	0		=			
ANR	99	Identifier	out		2	0					
ANR	100	AdditiveExpression	buf_size - 6 - s -> channels		2	1		-			
ANR	101	Identifier	buf_size		2	0					
ANR	102	AdditiveExpression	6 - s -> channels		2	1		-			
ANR	103	PrimaryExpression	6		2	0					
ANR	104	PtrMemberAccess	s -> channels		2	1					
ANR	105	Identifier	s		2	0					
ANR	106	Identifier	channels		2	1					
ANR	107	BreakStatement	break ;	21:8:628:633	2	5	True				
ANR	108	Label	case CODEC_ID_XAN_DPCM :	22:4:639:661	2	6	True				
ANR	109	Identifier	CODEC_ID_XAN_DPCM		2	0					
ANR	110	ExpressionStatement	out = buf_size - 2 * s -> channels	23:8:671:703	2	7	True				
ANR	111	AssignmentExpression	out = buf_size - 2 * s -> channels		2	0		=			
ANR	112	Identifier	out		2	0					
ANR	113	AdditiveExpression	buf_size - 2 * s -> channels		2	1		-			
ANR	114	Identifier	buf_size		2	0					
ANR	115	MultiplicativeExpression	2 * s -> channels		2	1		*			
ANR	116	PrimaryExpression	2		2	0					
ANR	117	PtrMemberAccess	s -> channels		2	1					
ANR	118	Identifier	s		2	0					
ANR	119	Identifier	channels		2	1					
ANR	120	BreakStatement	break ;	24:8:713:718	2	8	True				
ANR	121	Label	case CODEC_ID_SOL_DPCM :	25:4:724:746	2	9	True				
ANR	122	Identifier	CODEC_ID_SOL_DPCM		2	0					
ANR	123	IfStatement	if ( avctx -> codec_tag != 3 )		2	10					
ANR	124	Condition	avctx -> codec_tag != 3	26:12:760:780	2	0	True				
ANR	125	EqualityExpression	avctx -> codec_tag != 3		2	0		!=			
ANR	126	PtrMemberAccess	avctx -> codec_tag		2	0					
ANR	127	Identifier	avctx		2	0					
ANR	128	Identifier	codec_tag		2	1					
ANR	129	PrimaryExpression	3		2	1					
ANR	130	ExpressionStatement	out = buf_size * 2	27:12:795:813	2	1	True				
ANR	131	AssignmentExpression	out = buf_size * 2		2	0		=			
ANR	132	Identifier	out		2	0					
ANR	133	MultiplicativeExpression	buf_size * 2		2	1		*			
ANR	134	Identifier	buf_size		2	0					
ANR	135	PrimaryExpression	2		2	1					
ANR	136	ElseStatement	else		2	0					
ANR	137	ExpressionStatement	out = buf_size	29:12:840:854	2	0	True				
ANR	138	AssignmentExpression	out = buf_size		2	0		=			
ANR	139	Identifier	out		2	0					
ANR	140	Identifier	buf_size		2	1					
ANR	141	BreakStatement	break ;	30:8:864:869	2	11	True				
ANR	142	IfStatement	if ( out <= 0 )		2	10					
ANR	143	Condition	out <= 0	32:8:885:892	2	0	True				
ANR	144	RelationalExpression	out <= 0		2	0		<=			
ANR	145	Identifier	out		2	0					
ANR	146	PrimaryExpression	0		2	1					
ANR	147	CompoundStatement		30:18:764:764	2	1					
ANR	148	ExpressionStatement	"av_log ( avctx , AV_LOG_ERROR , ""packet is too small\\n"" )"	33:8:905:957	2	0	True				
ANR	149	CallExpression	"av_log ( avctx , AV_LOG_ERROR , ""packet is too small\\n"" )"		2	0					
ANR	150	Callee	av_log		2	0					
ANR	151	Identifier	av_log		2	0					
ANR	152	ArgumentList	avctx		2	1					
ANR	153	Argument	avctx		2	0					
ANR	154	Identifier	avctx		2	0					
ANR	155	Argument	AV_LOG_ERROR		2	1					
ANR	156	Identifier	AV_LOG_ERROR		2	0					
ANR	157	Argument	"""packet is too small\\n"""		2	2					
ANR	158	PrimaryExpression	"""packet is too small\\n"""		2	0					
ANR	159	ReturnStatement	return AVERROR ( EINVAL ) ;	34:8:967:989	2	1	True				
ANR	160	CallExpression	AVERROR ( EINVAL )		2	0					
ANR	161	Callee	AVERROR		2	0					
ANR	162	Identifier	AVERROR		2	0					
ANR	163	ArgumentList	EINVAL		2	1					
ANR	164	Argument	EINVAL		2	0					
ANR	165	Identifier	EINVAL		2	0					
ANR	166	ExpressionStatement	s -> frame . nb_samples = out / s -> channels	38:4:1030:1069	2	11	True				
ANR	167	AssignmentExpression	s -> frame . nb_samples = out / s -> channels		2	0		=			
ANR	168	MemberAccess	s -> frame . nb_samples		2	0					
ANR	169	PtrMemberAccess	s -> frame		2	0					
ANR	170	Identifier	s		2	0					
ANR	171	Identifier	frame		2	1					
ANR	172	Identifier	nb_samples		2	1					
ANR	173	MultiplicativeExpression	out / s -> channels		2	1		/			
ANR	174	Identifier	out		2	0					
ANR	175	PtrMemberAccess	s -> channels		2	1					
ANR	176	Identifier	s		2	0					
ANR	177	Identifier	channels		2	1					
ANR	178	IfStatement	"if ( ( ret = avctx -> get_buffer ( avctx , & s -> frame ) ) < 0 )"		2	12					
ANR	179	Condition	"( ret = avctx -> get_buffer ( avctx , & s -> frame ) ) < 0"	39:8:1079:1125	2	0	True				
ANR	180	RelationalExpression	"( ret = avctx -> get_buffer ( avctx , & s -> frame ) ) < 0"		2	0		<			
ANR	181	AssignmentExpression	"ret = avctx -> get_buffer ( avctx , & s -> frame )"		2	0		=			
ANR	182	Identifier	ret		2	0					
ANR	183	CallExpression	"avctx -> get_buffer ( avctx , & s -> frame )"		2	1					
ANR	184	Callee	avctx -> get_buffer		2	0					
ANR	185	PtrMemberAccess	avctx -> get_buffer		2	0					
ANR	186	Identifier	avctx		2	0					
ANR	187	Identifier	get_buffer		2	1					
ANR	188	ArgumentList	avctx		2	1					
ANR	189	Argument	avctx		2	0					
ANR	190	Identifier	avctx		2	0					
ANR	191	Argument	& s -> frame		2	1					
ANR	192	UnaryOperationExpression	& s -> frame		2	0					
ANR	193	UnaryOperator	&		2	0					
ANR	194	PtrMemberAccess	s -> frame		2	1					
ANR	195	Identifier	s		2	0					
ANR	196	Identifier	frame		2	1					
ANR	197	PrimaryExpression	0		2	1					
ANR	198	CompoundStatement		37:57:997:997	2	1					
ANR	199	ExpressionStatement	"av_log ( avctx , AV_LOG_ERROR , ""get_buffer() failed\\n"" )"	40:8:1138:1190	2	0	True				
ANR	200	CallExpression	"av_log ( avctx , AV_LOG_ERROR , ""get_buffer() failed\\n"" )"		2	0					
ANR	201	Callee	av_log		2	0					
ANR	202	Identifier	av_log		2	0					
ANR	203	ArgumentList	avctx		2	1					
ANR	204	Argument	avctx		2	0					
ANR	205	Identifier	avctx		2	0					
ANR	206	Argument	AV_LOG_ERROR		2	1					
ANR	207	Identifier	AV_LOG_ERROR		2	0					
ANR	208	Argument	"""get_buffer() failed\\n"""		2	2					
ANR	209	PrimaryExpression	"""get_buffer() failed\\n"""		2	0					
ANR	210	ReturnStatement	return ret ;	41:8:1200:1210	2	1	True				
ANR	211	Identifier	ret		2	0					
ANR	212	ExpressionStatement	output_samples = ( int16_t * ) s -> frame . data [ 0 ]	43:4:1222:1266	2	13	True				
ANR	213	AssignmentExpression	output_samples = ( int16_t * ) s -> frame . data [ 0 ]		2	0		=			
ANR	214	Identifier	output_samples		2	0					
ANR	215	CastExpression	( int16_t * ) s -> frame . data [ 0 ]		2	1					
ANR	216	CastTarget	int16_t *		2	0					
ANR	217	ArrayIndexing	s -> frame . data [ 0 ]		2	1					
ANR	218	MemberAccess	s -> frame . data		2	0					
ANR	219	PtrMemberAccess	s -> frame		2	0					
ANR	220	Identifier	s		2	0					
ANR	221	Identifier	frame		2	1					
ANR	222	Identifier	data		2	1					
ANR	223	PrimaryExpression	0		2	1					
ANR	224	SwitchStatement	switch ( avctx -> codec -> id )		2	14					
